"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Lebanon","LBN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5855.80521330475","8577.03810216173","9777.18321923945","10621.6378673442","11277.7473698265","11788.2686643588","12876.0885800194","12779.7014589599","13022.3371184738","12736.7691907304","12696.7009419247","12978.2787885101","13249.0799331613","13500.1240834513","14181.5228096201","14348.3578532639","14333.536859273","15375.7227308551","16502.5193585869","17957.6951232146","19216.4905429586","19193.9207135856","19179.5175336176","18158.5628660061","16843.4124293704","16591.7975151413","17227.5034804163","17808.0768860143","17937.5684670156","17185.0470183907","13791.2702995609","12986.912832523","",
"Liberia","LBR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1725.14489392022","1724.05975028423","1742.78914226299","1207.72603202828","1224.57174990412","1232.45685670626","1258.7298462622","1311.44526775915","1349.02823170644","1376.45310208172","1418.67581852205","1475.83926884669","1538.40722095826","1635.95824966995","1613.86547979499","1581.0551130224","1525.45801338777","1533.41123787771","1521.73347067984","1455.63764867217","1383.82809910001","1423.22958890403","1460.92339035678",
"Libya","LBY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26668.4443358796","27130.4683406994","26040.312966882","25173.1548302708","27744.8808475887","28244.2618645924","30782.9314688046","32040.9534684844","33345.9491385308","32590.6591746565","30510.8605760237","31394.1617457376","16356.3626621348","32214.9063251032","25907.7568905042","19569.9004889534","19108.9438269268","18554.4806031278","24212.9109270915","25734.168628333","22535.4456198617","15621.0000330719","20273.8812477167","19796.5874982858",
"St. Lucia","LCA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11419.1041020133","11305.7262365791","12025.498615378","11918.5863191954","11950.9933602132","12017.2911675584","12238.2902753776","12037.2438210101","12679.6883770875","12903.064779549","12808.6699628997","12287.8606704761","12247.1384261125","12671.6910745671","13493.9434853332","13345.3767569926","14079.872577439","14228.4759626109","14838.9699807395","14324.6985364326","14267.1267044451","14779.8348908123","14680.2732269278","14315.3144354728","14436.8798191822","14384.1993936728","14810.6464105626","15247.4630286811","15622.7743815666","15460.7978892556","11651.1715356566","13045.9653570016","15100.2860081558",
"Latin America & Caribbean","LCN","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10781.9634003458","10932.37449284","11049.1151317613","11359.99394004","11750.327774649","11628.5222981613","11895.374403364","12347.4468080654","12533.1089193538","12418.6789592499","12681.1791054855","12550.1149240076","12441.5991558943","12581.0698225218","13085.0892994909","13423.2813720419","13944.7109993517","14491.3892507453","14847.1022853785","14334.2097764501","15093.9706132918","15598.5644925314","15843.2350112637","16110.1033262403","16183.3756538875","16111.0324325337","15929.4582618674","16075.0741255062","16197.6568326987","16178.0530384169","14976.2144801587","15956.9262962243","16484.4192069742",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1611.71576178218","1600.95786960056","1570.50666371359","1531.30867506781","1501.07797647896","1548.41196244986","1595.9428334197","1645.40251004402","1667.66366367876","1697.31433889611","1730.26028644747","1780.87814014301","1821.38207156661","1869.92455098652","1944.24407826992","2041.26695931023","2138.29808277568","2249.48420103092","2344.83451099595","2389.84934672668","2478.45273000391","2535.41475116044","2581.72679125286","2664.15101071941","2759.56791488863","2831.87625549646","2898.12290737531","2974.99727398503","3048.71170691529","3135.51599819541","3061.52288548427","3071.05118534054","3152.09962496958",
"Low income","LIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1346.65902430882","1318.25807622225","1257.14068889168","1227.46442300799","1191.56011986389","1214.33442522249","1245.48454641805","1301.2437967283","1302.77028752814","1308.56955432112","1313.05153861762","1351.83017296828","1365.80000574625","1393.52471682795","1441.1197772371","1497.07296656487","1551.76163599494","1611.73894969513","1661.36237857291","1672.9292296074","1741.82578511623","1752.29696263508","1715.13949123282","1762.05615975374","1826.48453748229","1866.64882576029","1903.50649821535","1933.16271621264","1950.51108897659","1979.0867965168","1937.63764621652","1921.88518652936","1949.12394041878",
"Liechtenstein","LIE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4040.02841660378","4174.30886571712","4306.58055345474","4551.78623111004","4757.01039974847","4972.86653574486","5121.0028888288","5411.62674582555","5631.79784129628","5839.50966939652","6154.95105264192","6013.74201347581","6189.86655971038","6492.17550824474","6779.90975198736","7135.93449275782","7607.02930272944","8039.92718506746","8431.3919186745","8645.87946960039","9254.85151345007","9965.02194926347","10744.1472482579","11118.8404816333","11768.0203910113","12207.090713928","12770.8428315359","13544.5189851873","13753.054887365","13639.0218846549","12939.440565095","13250.6298475613","12200.1373948947",
"Lower middle income","LMC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150.43338624877","3118.31111662577","3111.34560264302","3049.97573399357","3012.13090523887","3062.9700756432","3160.97706165827","3200.96045862103","3269.69142845776","3370.98946805734","3456.76225662963","3541.33584539385","3642.75759594944","3814.45110748928","4009.4271667984","4188.70722842366","4399.18867430494","4632.43035204872","4736.2607064111","4864.47686942985","5101.00467270797","5249.03653604114","5382.88307320038","5555.39564573987","5766.32724412421","5967.38949006946","6238.9506075501","6475.18546103473","6704.64901662257","6852.38784226833","6541.06039517804","6865.1377830946","7137.5113784448",
"Low & middle income","LMY","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4380.11389010829","4337.5929938394","4286.34056888933","4308.62636146349","4319.43565235765","4394.15051127418","4539.47722380428","4678.10039211728","4700.20611567706","4806.5711520298","5005.70735860805","5113.31207627258","5269.41394246717","5503.52782178466","5831.11113179933","6149.13254960369","6539.62218850694","6986.74297082693","7263.26408788416","7345.59919439413","7788.35024585928","8130.46765409554","8437.0714202617","8746.75911779046","9035.75816306566","9299.64226109761","9602.76112570784","9960.9824773907","10309.1209030036","10573.4517004894","10268.6161317117","10866.7027967031","11169.791354106",
"Lesotho","LSO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1265.51634185978","1331.10362786594","1401.48628033891","1429.9238544887","1495.4725840232","1525.9692778163","1594.05460874577","1638.44236650051","1652.69385523808","1653.39673642791","1713.70503742173","1773.99180074295","1788.56706415284","1874.34797299099","1913.40950095056","1987.69990297478","2072.45644409377","2151.97168967828","2257.68841342431","2213.67602064765","2314.68676457235","2403.7997173888","2534.85949005981","2556.38362880107","2573.6756722684","2624.91513272239","2687.48643771282","2571.0740273731","2501.42995489828","2435.28632002517","2225.25293352001","2239.30525415856","2240.33925102146",
"Late-demographic dividend","LTE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5306.27510709135","5238.56917830504","5104.68194492057","5190.79022517119","5279.43348733406","5475.81732460791","5661.71679958013","5878.2281959872","5930.46624943838","6142.22395026076","6520.50515505054","6796.36289393397","7140.56407716294","7572.16013385525","8122.91715315239","8670.70749798677","9390.05718451664","10245.2284054528","10856.810454386","11077.6890611553","11844.8612394791","12572.4063773643","13183.7023183537","13774.0915685147","14339.936626481","14843.9662249758","15364.1526912905","16041.6198084364","16789.016890073","17454.4849212179","17345.730252316","18542.6347769424","19084.4920113082",
"Lithuania","LTU","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10640.3600314613","11274.6401082973","12302.1012042126","13317.9077290717","13259.6169504528","13846.6832884609","14872.3790941775","16004.4388997159","17839.7827376226","19226.4692652314","21053.1846048184","22977.9966473047","25835.3680157114","26784.8800343204","23065.0619581523","23942.7603567557","25968.5834234521","27330.8959483858","28589.0266601627","29855.8314910326","30748.1963109529","31925.8034212317","33761.871239796","35446.708082914","37198.8743107273","37179.7655895464","39432.4024061111","39955.2461629838",
"Luxembourg","LUX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70860.8191239509","75961.6687167113","76323.3047532824","78468.9217598348","80365.2245079687","80379.1276289992","80401.0320167454","83702.8135298171","88185.8001102476","94115.3840349976","99301.5269991515","101143.147977096","103317.331098088","104743.000088458","107634.837198018","108632.360015806","113346.03578151","120647.822958963","118154.667184464","112230.081410148","114343.988089326","112998.390476598","112137.135491328","113050.663254336","113313.578897944","113182.728563365","116283.699681286","114985.842235989","114164.468558094","115209.605275898","112274.817881541","118510.002327709","117746.989592884",
"Latvia","LVA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9599.14600512054","9959.12103256898","10947.7811787651","11751.7141390099","12174.3037617541","12989.8984223071","13990.8438438469","15157.6207991021","16593.9176780452","18165.7494053668","20331.7000316611","22975.5627557469","25466.7829206417","24899.6463833677","21704.323785183","21173.4018014357","22117.4066807932","23970.4525106364","24715.0657086291","25423.4891072025","26628.354680838","27509.3363266025","28673.5633962664","30051.0167010086","30438.4532502063","29575.5679037663","31833.8411803858","32992.3823633129",
"Macao SAR, China","MAC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47879.962355243","47966.2648648895","52888.7655049612","54412.529097803","55549.6695895229","56242.9571715078","54946.7606551137","53808.154952718","50480.9295815249","48509.5018817148","50539.6264962747","51143.7404415042","54394.9736404664","59037.4244833709","72716.1541043429","76483.1193425945","84435.6949883285","94133.2585714944","94803.8183012361","93539.6587435248","114041.111773066","135363.877811151","144889.751407319","157600.647352816","151614.756026489","116854.269409712","113940.479693343","122838.382786163","128220.334372348","122549.742103772","54916.1556449618","66820.9096747813","51840.1393364196",
"St. Martin (French part)","MAF","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4119.8720703125","4342.93310546875","4182.36669921875","4085.70141601563","4449.82421875","4145.6318359375","4588.14794921875","4449.46044921875","4702.23486328125","4715.12158203125","4771.34716796875","5071.32177734375","5192.01220703125","5443.77490234375","5620.28857421875","5721.88916015625","6085.4814453125","6212.34228515625","6479.97705078125","6635.10205078125","6775.94580078125","7052.72705078125","7168.67431640625","7362.20263671875","7462.15283203125","7687.69091796875","7632.185546875","7921.619140625","8072.08642578125","8217.5986328125","7546.71630859375","8065.98583984375","8083.365234375",
"Monaco","MCO","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5617.90810672245","5298.33801294951","5405.55980920164","5053.95896804579","4891.40276126911","5004.66737948294","5321.83981088002","5750.24431006493","6147.04631775485","6618.28423968436","7131.98793371823","7495.12508222457","7737.88819890119","8357.3364782502","7865.82165335368","8432.7094228863","8928.50088619416","8877.01014404993","9682.42798336207","10172.713778775","10216.3708841051","10816.0898117339","11464.0181535546","12142.7301220455","12776.9218268725","11848.8995265762","13703.9392557301","13308.4173346263",
"Madagascar","MDG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1808.7435387747","1644.51004751882","1614.09341972613","1597.76944290052","1547.64604604836","1524.49359595074","1508.57019624335","1515.44655180323","1526.06591794735","1549.03080362468","1569.62133812066","1614.38573269559","1372.80852628654","1463.56792177065","1496.0700707147","1522.06966744873","1557.96706207646","1599.43622513441","1657.82358859922","1546.37068100946","1511.98672971442","1493.44248157403","1497.00952175618","1491.07410968841","1500.91059468336","1508.37443974838","1528.56170911826","1548.15642479839","1557.32254582361","1585.4716511334","1436.2069505149","1482.37615914483","1502.48218160534",
"Maldives","MDV","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10709.8032096728","11304.8256322309","12017.3948380132","12693.6660650462","13268.4732641219","13564.3468623803","12810.9798205825","13508.9301524208","15110.9161955768","15730.0246012318","13742.516089688","16587.655898852","17183.1070187518","18072.5890943566","16020.2930206119","16521.8623000253","17321.9105150219","17132.0285821526","17721.8514476649","18370.4099817435","18273.7314354566","18674.3026447164","19221.9669983717","20149.6026713248","20988.09175434","13809.3534044054","18757.7795394927","21271.3176843797",
"Middle East & North Africa","MEA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10816.2907035332","11013.4179952479","11191.5492504841","11116.1247620336","11096.6675956952","11132.0603790254","11444.2504646003","11579.5530839946","11855.5190412467","11848.9478637286","12358.6223568942","12307.9724108754","12292.1503652007","12722.0165105366","13413.6858947701","13779.0781305683","14219.8797703586","14619.9274361813","14916.2416987197","14674.7994568786","15056.5601995731","15286.8146741779","15623.144390339","15611.7104563292","15741.5510353999","15918.0070977236","16354.3497505326","16391.5100308021","16445.5907924217","16331.9195724678","15582.6696351779","16066.9205193224","16772.7743667791",
"Mexico","MEX","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16370.8687585589","16688.6479636838","16950.3720078819","17103.2451056248","17517.9681603527","16179.3773628781","16882.0456470413","17787.294662609","18571.7182405701","18772.8567899305","19407.0334899145","19023.9268316634","18692.5352274513","18634.8964558406","19017.7538141902","19144.014627364","19792.7587802791","19939.8350559537","19874.4152305522","18394.3672604033","19054.3576558091","19431.2011214269","19842.564109086","19749.7857197622","19994.5013552979","20296.5672169242","20423.5593353977","20582.2523679391","20789.3610427692","20553.9544541494","18639.6613477888","19617.759623071","20254.7811446095",
"Marshall Islands","MHL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3417.71981594527","3347.58591367504","3514.77265860439","3655.15792780258","3800.42513055107","4042.64475653519","3567.3135643005","3285.10854508416","3208.79433390864","3129.08504730246","3148.64499968025","3351.89103397274","3472.004338584","3416.0891123173","3467.25571879235","3535.50053871506","3551.69700297737","3684.58801842077","3416.89163699287","3557.99923437433","3764.22707408481","3787.72026458887","3793.13880235147","3995.21716139804","4022.04521515335","4190.38834844977","4375.98089329775","4649.23115007632","5040.30597503855","5719.19018078585","5724.7297212994","5976.03013420624","6004.34276866496",
"Middle income","MIC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4607.04421568256","4564.83773112916","4516.5091859351","4545.75902213272","4562.63447946797","4644.75942146527","4802.70072370092","4951.98491598177","4979.27903395051","5097.45965218186","5315.78650703607","5433.71142504422","5607.17513778328","5865.08060883571","6223.13103047768","6571.24141487308","6999.94442422651","7491.25081134872","7798.06211431458","7896.44845966313","8384.96355100265","8769.0560975359","9118.46960757119","9463.9978877479","9785.80576126727","10083.4574661268","10426.7321168129","10833.216919199","11231.7603816228","11539.1406298779","11222.7813918639","11907.9771134039","12264.5932364968",
"North Macedonia","MKD","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11111.2858661078","10463.9647111959","9867.40375868084","9226.99315849188","9130.77116312543","9022.13414675084","9082.07900196978","9200.66536155705","9461.05346669349","9824.49736569752","10224.7523798407","9869.57687198442","10090.0095879441","10280.6014107863","10730.5718767334","11213.709468676","11770.2691641108","12511.7884866535","13174.9070592912","13103.5064930757","13515.0637470994","13807.549211705","13727.8563010791","14108.9769703346","14596.6888053988","15139.3435705301","15553.5337894768","15706.5395668073","16145.6339615952","16773.142444852","15779.7873237268","16708.5977008858","17128.7605015419",
"Mali","MLI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1336.57190539601","1464.26278993535","1388.73085237522","1403.25272719915","1425.51174102886","1408.29122026004","1476.2877848593","1513.60749605431","1588.17253903686","1633.11758820554","1585.3480784408","1774.68236498843","1773.34508393947","1873.98891491984","1842.05637945161","1898.62368658673","1922.5261794969","1925.06343823198","1951.77377416132","1980.05922117041","2018.60145470082","2017.14415640244","1942.73950045765","1930.13495066071","2002.37292847122","2060.09854883386","2112.18707547063","2153.84563800797","2185.5755906423","2219.04674252443","2123.82820216377","2120.62330123011","2132.62331490077",
"Malta","MLT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16130.3336604833","16683.7696668804","17287.1299430971","17882.2283702293","18716.898269529","19765.7393628907","20378.1301441988","21287.6895708225","22233.8352710891","23145.6377332829","27522.8230682252","26995.9814028928","27482.847357678","28415.0064660474","28264.3931615519","29035.0739729488","29655.652217707","30963.4472453897","31939.7248266208","31340.3983675088","32915.7231426709","32929.6370513172","33978.6656783931","35338.7653277371","37284.4031904247","39903.0406025515","40318.9562338947","43493.7249806974","45116.0740936807","46438.6636680025","41753.8141779531","46598.9622630984","48641.850077048",
"Myanmar","MMR","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","616.312938230051","603.558480725657","652.923560441076","683.23568946865","724.808834065394","765.351420289809","804.470239891046","839.33016685227","877.705755562165","962.411871814362","1082.76417287036","1193.10871984953","1323.20300505373","1492.13165478404","1679.70918039473","1892.1980053768","2123.43680468166","2360.52486838779","2587.44428254971","2843.70934670943","3094.00425337338","3240.52920071845","3448.80333280301","3707.64135571527","3970.66760496497","4214.37299878288","4433.66383667532","4670.08072918311","4927.25264545659","5214.3733068354","4708.55975221752","4113.89331293646","4249.87615142487",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6954.68612490129","6785.11729542019","6922.11099594358","6872.5245830234","6838.79722171229","6883.19702989499","7174.62666538285","7282.01544162259","7579.27774371096","7777.94633815404","8088.54649976665","8155.4163951801","8287.05191087576","8385.98477980239","8814.11914585224","9025.52255337881","9324.62173230863","9731.87273589405","9897.29473858558","9949.37271414721","10254.0922129773","10033.0747997452","10238.3721627042","10109.7824654135","10130.2518136779","10134.6467730314","10529.3225309244","10710.9377451233","10727.56680928","10649.3086336751","10242.4845374981","10542.6086867247","10851.0002192401",
"Montenegro","MNE","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12579.3589404352","13236.09585895","12024.7719383435","12419.0785389363","12505.250476506","12692.375683532","12955.6680758624","13505.1379667185","14048.9365061081","15233.480175521","16248.4467548027","17391.139383372","16348.1966699814","16764.4631442491","17287.5269603621","16802.5060726725","17381.8507334173","17674.7338544855","18263.7239596207","18798.021534893","19682.4097094388","20686.7134034733","21534.0902002497","18259.0835652429","20710.5350659988","22108.7307932994",
"Mongolia","MNG","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5030.07325217591","4512.11011133347","4027.7779786129","3842.05218149387","3870.86223106623","4066.75311169549","4110.5536065047","4226.37264325596","4325.08029645103","4415.03193697161","4424.65282877556","4515.46557093041","4687.44465137264","4972.25762526747","5453.99336418929","5800.90934894511","6243.60885650292","6818.99359500037","7346.27875213771","7163.80183931651","7518.83111818277","8685.77986212855","9586.71492387119","10504.8147047563","11107.988979424","11134.8018555112","11058.9504802077","11431.4980165191","12052.2938125194","12458.018426132","11666.7797012439","11668.4304178082","12073.2454569616",
"Northern Mariana Islands","MNP","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460.9659065576","474.47890262269","430.413543707623","464.41499639728","470.901535356375","459.868744913612","493.710252163827","537.267552145905","578.910783261649","631.837594960803","621.249317565767","683.690288540754","730.77311193353","763.434456639415","804.778587935066","833.703344507332","893.134927320672","936.852058195779","975.38965557453","1006.00026825589","1043.56747259462","1085.70449067559","1137.68229306376","1175.75542094687","1228.04657905989","1279.30920953577","1298.13534161197","1291.67147896237","1297.8695484004","1290.16741374767","1237.94604412225","1231.86414009585","1250.77241374562",
"Mauritania","MRT","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4611.9392933037","4557.46680020188","4467.27380386549","4540.36356079025","4252.86843707681","4542.66014264342","4711.05039511703","4419.58158239272","4424.40819183786","4464.20921118163","4170.89986565741","4037.44912238077","4006.36255972405","4192.37708908512","4296.54265067361","4562.72969424919","5278.54515276725","5055.98574108922","4914.83220817026","4787.44990841816","4773.75055461581","4825.08600955074","4885.69017212168","4943.2308115059","5020.13474266656","5151.89775539302","5080.80707659282","5259.06290234387","5367.21423589194","5392.93253994322","5236.41023285221","5142.28120534172","5330.21450287031",
"Mauritius","MUS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8233.91191179834","8506.79745374492","8942.38328882993","9286.0952368614","9535.7359831978","9859.45289443686","10304.4526569228","10755.006311068","11288.7255885236","11437.1439577285","12254.295405948","12564.8514623202","12679.431626541","13333.9021017293","13824.2975935308","13986.9679771055","14599.2596439159","15365.2093580967","16134.4745655397","16625.1401462878","17311.6252417235","17988.6831197124","18566.0298106826","19143.5086331414","19840.1772991114","20545.1696211622","21324.0638555461","22143.8265496345","23018.5155565853","23676.4135788934","20231.8515927971","20915.2165205008","22841.3505464071",
"Malawi","MWI","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936.986299651878","988.537581064952","890.34426132214","963.132385818005","875.208660841945","1023.53842652923","1077.36431686247","1096.7200043175","1116.10670683199","1124.75277106734","1116.49215433125","1036.08782236776","1028.15747052277","1059.53592386583","1087.86548671792","1093.10085724546","1112.83724261671","1185.58366380061","1239.962115625","1304.75865250404","1354.70541723224","1381.38963771659","1368.32323620219","1402.43370484251","1440.583747328","1440.61836501729","1437.04211363826","1454.77749244971","1478.42483565789","1517.70316939192","1489.6013808411","1491.13368766864","1466.87941731684",
"Malaysia","MYS","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10607.7680731014","11297.5906407436","11963.2662058669","12785.8321078122","13579.7125729424","14508.45847558","15533.7532837132","16231.7968331254","14650.200303082","15161.4054389221","16089.85929583","15762.7755217835","16199.7312569854","16723.9230746506","17439.76214946","17951.3899009592","18535.0517667065","19278.4214258671","19792.2657783125","19110.7502184574","20171.8781639973","20900.3196619597","21690.4540176525","22350.9054380794","23328.3409217006","24151.2561811625","24859.7966188477","25935.1395225396","26835.8064127879","27674.3974895709","25852.1897023247","26407.3166882315","28383.6186462565",
"North America","NAC","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39869.0723867463","39233.2681748857","39977.4139643365","40545.3623035384","41685.2544575493","42304.6415632123","43322.7846363799","44711.4295885798","46167.8737294868","47858.2750427627","49310.3411110025","49320.5352118546","49738.9735859911","50649.1336142293","52083.3151702851","53389.6291080048","54340.3683600709","54910.1030343068","54491.4083579498","52582.5647784498","53561.4952648042","54053.9417826373","54838.8073949823","55465.0742631804","56330.2578395148","57332.8052368909","57812.6709035392","58740.6448980356","60090.6398066355","61108.3704476005","58724.2856886164","62046.893245347","62989.5608598104",
"Namibia","NAM","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6223.45299390074","6510.01210072294","6758.10270884875","6439.25116886894","6346.29859492906","6401.02289623141","6426.37987528288","6526.79788295364","6575.7633899506","6635.53912021009","6713.0025553474","6655.75025062578","6855.83881241146","7046.14751020338","7812.86143678434","7914.73283957116","8373.48263182359","8714.10345619566","8826.27360079898","8726.68185188178","9115.50651154582","9431.04419803693","9747.81971959011","10122.154477149","10554.5647546532","10813.2266317649","10627.6351164612","10335.2674258223","10266.1705545981","10009.578071046","9041.76986388145","9208.58303249427","9762.77689238507",
"New Caledonia","NCL","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita, PPP (constant 2017 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1077.87066621344","1040.32399012192","1028.61622940074","999.884806670775","986.220489047323","977.445540131601","946.036792119411","928.978330390885","987.672329197171","952.463528456998","909.28258764692","942.232490715232","954.840102049082","941.969753092274","912.431258216893","944.812434891162","965.320714134055","960.056217412129","996.986703407997","979.616949907899","1024.69957875832","1010.2887544961","1075.10528832455","1089.83188844416","1119.09485310033","1124.3675180109","1143.81740675996","1155.9738499994","1193.27276197444","1217.43553021521","1214.54097579798","1186.53001108986","1274.641741468",
